Project.clutch.ID,Breeding.year,Common.species,Latin.species,Analyses.breeding.habitat.type,Region.Country,Region.County,county,Region.central.longitude.coordinate,Region.central.latitude.coordinate,Clutch.size,Clutch.no.eggs.Hatched,Clutch.no.eggs.Failed,Clutch.no.eggs.Abandoned,Clutch.no.eggs.Predated,Clutch.no.eggs.Damaged,Clutch.no.eggs.Unknown,Phase.1.failed.only,Phase.2.failed.only,Phase.3.failed.only,NA.and.Unknown.embryo.mortality.data.failed.only,Phase.1.failedandabandoned,Phase.2.failedandabandoned,Phase.3.failedandabandoned,NA.and.Unknown.embryo.mortality.data.failedandabandoned,Hatched,Incubation.type
Wild.Clutch.283,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.284,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.285,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.286,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.287,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.288,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,Wild
Wild.Clutch.289,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,3,0,0,1,0,0,0,0,1,0,2,0,0,Wild
Wild.Clutch.290,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,Wild
Wild.Clutch.291,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.292,2024,Eurasian Curlew,Numenius arquata,NA,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.293,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.294,2024,Eurasian Curlew,Numenius arquata,Mixed,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.295,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,3,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,Wild
Wild.Clutch.296,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.297,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.298,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.299,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,4,0,0,0,0,0,1,3,0,0,1,3,0,0,Wild
Wild.Clutch.300,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wild
Wild.Clutch.301,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.302,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.303,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.304,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.305,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.306,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,2,1,0,0,1,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.307,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.308,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.309,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.310,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.311,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.312,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.313,2024,Eurasian Curlew,Numenius arquata,Wetland,England,NA,NA,NA,NA,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.314,2024,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.315,2024,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.316,2024,Eurasian Curlew,Numenius arquata,NA,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.317,2024,Eurasian Curlew,Numenius arquata,NA,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,2,1,0,0,1,0,0,0,0,1,0,0,0,1,2,Wild
Wild.Clutch.318,2024,Eurasian Curlew,Numenius arquata,Grassland,Wales,NA,NA,NA,NA,4,0,0,4,0,0,0,0,0,0,0,1,0,2,1,0,Wild
Wild.Clutch.319,2024,Eurasian Curlew,Numenius arquata,Grassland,Wales,Monmouthshire,['Monmouthshire'],-2.9028,51.7783,4,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,Wild
Wild.Clutch.320,2024,Eurasian Curlew,Numenius arquata,Grassland,Wales,NA,NA,NA,NA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Wild
Wild.Clutch.321,2024,Eurasian Curlew,Numenius arquata,Arable,Wales,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.322,2024,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.323,2024,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.324,2024,Eurasian Curlew,Numenius arquata,Military,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,Wild
Wild.Clutch.325,2024,Eurasian Curlew,Numenius arquata,Grassland,Wales,NA,NA,NA,NA,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,Wild
Wild.Clutch.326,2024,Eurasian Curlew,Numenius arquata,Grassland,Scotland,Aberdeenshire,['Aberdeenshire'],-2.7921,57.2347,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.327,2024,Eurasian Curlew,Numenius arquata,Grassland,Scotland,Aberdeenshire,['Aberdeenshire'],-2.7921,57.2347,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.328,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,3,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,Wild
Wild.Clutch.329,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.330,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,2,2,0,0,0,0,0,0,1,1,0,0,1,1,2,Wild
Wild.Clutch.331,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.332,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.333,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,Wild
Wild.Clutch.334,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,Wild
Wild.Clutch.335,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.336,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.337,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.338,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.339,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.340,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.341,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.342,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.343,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.344,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.345,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,Wild
Wild.Clutch.346,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Wild
Wild.Clutch.347,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.348,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.349,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,Wild
Wild.Clutch.350,2024,Eurasian Curlew,Numenius arquata,Arable,England,NA,NA,NA,NA,4,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,Wild
Wild.Clutch.351,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.352,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.353,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.354,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.355,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.356,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.357,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.358,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,Wild
Wild.Clutch.359,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.360,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.361,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.362,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.363,2024,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.364,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.365,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.366,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.367,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,Wild
Wild.Clutch.368,2024,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.369,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.370,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.371,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.372,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wild
Wild.Clutch.373,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,2,0,0,0,0,1,1,0,0,1,1,0,0,2,Wild
Wild.Clutch.374,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.375,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,Wild
Wild.Clutch.376,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.377,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.378,2024,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.379,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.380,2024,Eurasian Curlew,Numenius arquata,Mixed,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.381,2024,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,Wild
